Date,Category,Payment Mode,Description,Amount Paid,Cashback,Month
2023-11-15,Bills,Cash,Internet service provider charge,203.62,30.54,November
2023-11-17,Healthcare,UPI,Health insurance premium,175.4,8.77,November
2023-11-14,Transportation,Cash,Monthly bus pass,443.07,66.46,November
2023-11-17,Groceries,Netbanking,Dairy products,224.44,11.22,November
2023-11-26,Subscriptions,CardTransaction,Spotify,490.2,24.51,November
2023-11-11,Bills,Online,Internet service provider charge,195.67,19.57,November
2023-11-12,Food,Online,Grocery shopping at local market,389.77,38.98,November
2023-11-19,Entertainment,Cash,Concert ticket purchase,50.83,7.62,November
2023-11-27,Healthcare,CardTransaction,Health insurance premium,241.97,12.1,November
2023-11-24,Healthcare,Cash,Doctor consultation fee,430.31,64.55,November
2023-11-18,Food,Netbanking,Bakery purchase,175.29,8.76,November
2023-11-11,Food,UPI,Pizza order,44.84,2.24,November
2023-11-12,Healthcare,CardTransaction,Dental clinic payment,451.83,22.59,November
2023-11-23,Transportation,Cash,Train ticket to downtown,201.39,30.21,November
2023-11-17,Entertainment,UPI,Concert ticket purchase,97.53,4.88,November
2023-11-23,Entertainment,Netbanking,Movie theater ticket,106.49,5.32,November
2023-11-05,Groceries,Cash,Meat and fish,421.74,63.26,November
2023-11-02,Entertainment,Cash,Amusement park entry fee,68.08,10.21,November
2023-11-13,Food,Online,Dinner at Italian restaurant,24.36,2.44,November
2023-11-04,Bills,UPI,Electricity bill payment,197.67,9.88,November
2023-11-15,Food,Cash,Grocery shopping at local market,38.86,5.83,November
2023-11-15,Entertainment,Online,Bookstore purchase,238.73,23.87,November
2023-11-23,Subscriptions,Netbanking,Netflix,134.6,6.73,November
2023-11-19,Subscriptions,Online,LinkedIn,139.03,13.9,November
2023-11-26,Transportation,Online,Ride-sharing service payment,139.54,13.95,November
2023-11-09,Subscriptions,Online,Disney Hotstar,371.04,37.1,November
2023-11-12,Bills,CardTransaction,Water utility bill,400.17,20.01,November
2023-11-12,Food,Cash,Coffee at cafe,330.3,49.55,November
2023-11-05,Entertainment,Cash,Streaming service subscription,236.34,35.45,November
2023-11-03,Entertainment,CardTransaction,Movie theater ticket,82.77,4.14,November
2023-11-11,Bills,Cash,Internet service provider charge,61.05,9.16,November
2023-11-18,Groceries,Netbanking,Dairy products,331.79,16.59,November
2023-12-04,Groceries,Online,Kitchen items,148.55,14.86,December
2023-12-25,Bills,Cash,Water utility bill,174.72,26.21,December
2023-12-29,Groceries,Cash,Meat and fish,360.2,54.03,December
2023-12-24,Subscriptions,Online,Netflix,67.19,6.72,December
2023-12-20,Bills,Online,Internet service provider charge,283.04,28.3,December
2023-12-31,Groceries,UPI,Kitchen items,108.33,5.42,December
2023-12-31,Groceries,UPI,Snacks and Drinks,376.64,18.83,December
2023-12-10,Groceries,Online,Kitchen items,268.79,26.88,December
2023-12-07,Groceries,Cash,Meat and fish,49.0,7.35,December
2023-12-22,Transportation,Netbanking,Gas station refill,85.54,4.28,December
2023-12-21,Transportation,CardTransaction,Train ticket to downtown,340.17,17.01,December
2023-12-24,Bills,UPI,Cable TV subscription,65.93,3.3,December
2023-12-10,Entertainment,UPI,Bookstore purchase,278.5,13.93,December
2023-12-17,Subscriptions,Online,LinkedIn,157.27,15.73,December
2023-12-22,Healthcare,UPI,Dental clinic payment,274.07,13.7,December
2023-12-11,Bills,Cash,Internet service provider charge,232.1,34.81,December
2023-12-26,Entertainment,UPI,Movie theater ticket,180.12,9.01,December
2023-12-19,Healthcare,Online,Health insurance premium,35.37,3.54,December
2023-12-14,Groceries,CardTransaction,Snacks and Drinks,274.71,13.74,December
2023-12-21,Healthcare,CardTransaction,Doctor consultation fee,143.41,7.17,December
2023-12-10,Transportation,Netbanking,Train ticket to downtown,395.96,19.8,December
2023-12-26,Bills,Netbanking,Water utility bill,134.05,6.7,December
2023-12-15,Food,Netbanking,Dinner at Italian restaurant,487.06,24.35,December
2023-12-23,Entertainment,CardTransaction,Amusement park entry fee,259.13,12.96,December
2023-12-15,Bills,UPI,Cable TV subscription,101.59,5.08,December
2023-12-24,Entertainment,Cash,Streaming service subscription,247.4,37.11,December
2023-12-15,Groceries,Online,Snacks and Drinks,497.11,49.71,December
2023-12-02,Bills,CardTransaction,Internet service provider charge,139.04,6.95,December
2023-12-20,Subscriptions,Online,Netflix,21.51,2.15,December
2023-12-28,Healthcare,Cash,Dental clinic payment,182.62,27.39,December
2023-12-29,Bills,Cash,Internet service provider charge,264.13,39.62,December
2023-12-29,Groceries,Cash,Meat and fish,453.13,67.97,December
2023-12-13,Bills,CardTransaction,Mobile phone bill,186.28,9.31,December
2023-12-19,Bills,CardTransaction,Water utility bill,472.69,23.63,December
2023-12-11,Healthcare,Cash,Pharmacy medication purchase,377.37,56.61,December
2023-12-18,Transportation,Netbanking,Ride-sharing service payment,216.35,10.82,December
2023-12-21,Bills,CardTransaction,Water utility bill,52.46,2.62,December
2023-12-04,Transportation,Netbanking,Gas station refill,136.55,6.83,December
2023-12-01,Groceries,Cash,Cooking Essentials,76.42,11.46,December
2023-12-24,Entertainment,CardTransaction,Streaming service subscription,83.51,4.18,December
2023-12-31,Bills,Netbanking,Internet service provider charge,63.3,3.17,December
2023-12-25,Bills,CardTransaction,Cable TV subscription,29.53,1.48,December
2023-12-10,Transportation,Online,Monthly bus pass,136.49,13.65,December
2023-12-23,Healthcare,Online,Doctor consultation fee,311.38,31.14,December
2023-12-30,Bills,CardTransaction,Electricity bill payment,358.91,17.95,December
2023-12-04,Food,Cash,Coffee at cafe,37.37,5.61,December
2023-12-28,Transportation,Cash,Gas station refill,262.05,39.31,December
2023-12-03,Bills,Cash,Internet service provider charge,300.22,45.03,December
2023-12-31,Bills,UPI,Internet service provider charge,96.39,4.82,December
2023-12-18,Food,UPI,Coffee at cafe,13.79,0.69,December
2023-12-02,Bills,Netbanking,Internet service provider charge,216.68,10.83,December
2023-12-24,Subscriptions,Online,Spotify,204.57,20.46,December
2023-12-16,Subscriptions,Cash,Disney Hotstar,392.11,58.82,December
2023-12-24,Transportation,Online,Gas station refill,228.66,22.87,December
2023-12-05,Entertainment,UPI,Streaming service subscription,23.25,1.16,December
2023-12-11,Groceries,Netbanking,Dairy products,489.44,24.47,December
2023-12-09,Healthcare,Netbanking,Health insurance premium,207.86,10.39,December
2023-12-28,Bills,CardTransaction,Electricity bill payment,422.83,21.14,December
2023-12-05,Food,CardTransaction,Grocery shopping at local market,143.21,7.16,December
2023-12-20,Subscriptions,Online,LinkedIn,207.73,20.77,December
2023-12-09,Healthcare,CardTransaction,Doctor consultation fee,293.57,14.68,December
2023-12-01,Subscriptions,Online,Spotify,155.52,15.55,December
2023-12-25,Food,CardTransaction,Coffee at cafe,336.01,16.8,December
2023-12-06,Healthcare,Cash,Doctor consultation fee,299.58,44.94,December
2023-12-10,Transportation,UPI,Gas station refill,376.16,18.81,December
2023-12-12,Transportation,CardTransaction,Taxi fare,304.63,15.23,December
2023-12-22,Healthcare,UPI,Health insurance premium,71.72,3.59,December
2023-12-12,Groceries,Cash,Kitchen items,371.15,55.67,December
2023-12-07,Bills,Online,Internet service provider charge,343.73,34.37,December
2023-12-17,Transportation,Netbanking,Monthly bus pass,194.21,9.71,December
2023-12-28,Food,CardTransaction,Dinner at Italian restaurant,400.31,20.02,December
2023-12-09,Subscriptions,Cash,Amazon Prime Membership,313.07,46.96,December
2023-12-12,Transportation,CardTransaction,Train ticket to downtown,408.25,20.41,December
2023-12-10,Food,Online,Dinner at Italian restaurant,268.14,26.81,December
2023-12-24,Groceries,Netbanking,Meat and fish,420.28,21.01,December
2023-12-02,Food,UPI,Coffee at cafe,461.36,23.07,December
2023-12-28,Entertainment,UPI,Bookstore purchase,98.63,4.93,December
2023-12-13,Entertainment,Online,Amusement park entry fee,108.65,10.87,December
2023-12-02,Groceries,Online,Snacks and Drinks,45.01,4.5,December
2023-12-06,Food,CardTransaction,Grocery shopping at local market,283.7,14.19,December
2023-12-18,Healthcare,UPI,Pharmacy medication purchase,486.78,24.34,December
2023-12-11,Bills,CardTransaction,Water utility bill,488.31,24.42,December
2023-12-30,Bills,Cash,Water utility bill,131.43,19.71,December
2023-12-25,Transportation,Netbanking,Gas station refill,360.39,18.02,December
2023-12-06,Healthcare,Netbanking,Dental clinic payment,233.81,11.69,December
2023-12-14,Bills,CardTransaction,Water utility bill,297.62,14.88,December
2023-12-20,Groceries,Cash,Snacks and Drinks,75.89,11.38,December
2023-12-09,Subscriptions,Online,LinkedIn,308.57,30.86,December
2023-12-12,Healthcare,Cash,Pharmacy medication purchase,253.07,37.96,December
2023-12-31,Bills,Online,Electricity bill payment,454.41,45.44,December
2023-12-20,Healthcare,Netbanking,Pharmacy medication purchase,461.22,23.06,December
2023-12-30,Subscriptions,Netbanking,Spotify,36.43,1.82,December
2023-12-13,Groceries,Netbanking,Dairy products,317.13,15.86,December
2023-12-17,Groceries,Online,Snacks and Drinks,345.86,34.59,December
2023-12-21,Transportation,CardTransaction,Train ticket to downtown,265.62,13.28,December
2023-12-20,Bills,Cash,Internet service provider charge,335.28,50.29,December
2023-12-13,Subscriptions,Cash,Disney Hotstar,19.87,2.98,December
2023-12-10,Entertainment,Cash,Movie theater ticket,313.65,47.05,December
2023-12-17,Groceries,Online,Meat and fish,339.68,33.97,December
2023-12-12,Food,Cash,Coffee at cafe,401.0,60.15,December
2023-12-26,Food,CardTransaction,Bakery purchase,92.56,4.63,December
2023-12-31,Healthcare,Online,Doctor consultation fee,416.06,41.61,December
2023-12-17,Healthcare,Online,Dental clinic payment,123.13,12.31,December
2023-12-23,Transportation,CardTransaction,Train ticket to downtown,412.85,20.64,December
2023-12-17,Entertainment,CardTransaction,Bookstore purchase,287.47,14.37,December
2023-12-04,Transportation,Online,Taxi fare,194.02,19.4,December
2023-12-20,Food,CardTransaction,Coffee at cafe,129.12,6.46,December
2023-12-10,Food,Cash,Pizza order,99.14,14.87,December
2023-12-13,Groceries,Online,Kitchen items,157.35,15.73,December
2023-12-09,Transportation,CardTransaction,Ride-sharing service payment,399.06,19.95,December
2023-12-15,Subscriptions,Online,Spotify,68.91,6.89,December
2023-12-14,Entertainment,Cash,Amusement park entry fee,221.04,33.16,December
2023-12-15,Subscriptions,Netbanking,Disney Hotstar,245.25,12.26,December
2023-12-22,Bills,UPI,Cable TV subscription,286.12,14.31,December
2023-12-14,Healthcare,Cash,Pharmacy medication purchase,430.45,64.57,December
2023-12-17,Groceries,Netbanking,Cooking Essentials,184.78,9.24,December
2023-12-19,Groceries,UPI,Cooking Essentials,108.08,5.4,December
2023-12-21,Entertainment,Online,Bookstore purchase,193.07,19.31,December
2023-12-17,Subscriptions,CardTransaction,Disney Hotstar,115.55,5.78,December
2023-12-08,Subscriptions,CardTransaction,Disney Hotstar,482.36,24.12,December
2023-12-15,Groceries,UPI,Snacks and Drinks,138.74,6.94,December
2023-12-02,Groceries,Netbanking,Cooking Essentials,469.44,23.47,December
2023-12-17,Subscriptions,UPI,LinkedIn,86.45,4.32,December
2023-12-20,Healthcare,CardTransaction,Optician eyewear purchase,26.82,1.34,December
2023-12-19,Food,CardTransaction,Coffee at cafe,383.2,19.16,December
2023-12-14,Entertainment,UPI,Streaming service subscription,382.64,19.13,December
2023-12-15,Transportation,CardTransaction,Gas station refill,113.85,5.69,December
2023-12-04,Entertainment,UPI,Movie theater ticket,410.13,20.51,December
2023-12-11,Transportation,CardTransaction,Taxi fare,382.87,19.14,December
2023-12-07,Healthcare,Online,Doctor consultation fee,168.26,16.83,December
2023-12-12,Subscriptions,Netbanking,Amazon Prime Membership,232.48,11.62,December
2023-12-08,Bills,CardTransaction,Electricity bill payment,216.03,10.8,December
2023-12-05,Healthcare,Cash,Doctor consultation fee,126.61,18.99,December
2023-12-19,Bills,CardTransaction,Electricity bill payment,151.94,7.6,December
2023-12-17,Entertainment,Netbanking,Amusement park entry fee,445.74,22.29,December
2023-12-02,Food,Cash,Pizza order,378.48,56.77,December
2023-12-18,Entertainment,Online,Bookstore purchase,428.59,42.86,December
2023-12-30,Food,Online,Dinner at Italian restaurant,115.06,11.51,December
2023-12-26,Groceries,CardTransaction,Cooking Essentials,55.6,2.78,December
2023-12-28,Healthcare,Cash,Pharmacy medication purchase,42.37,6.36,December
2023-12-21,Groceries,Cash,Meat and fish,246.07,36.91,December
2023-12-14,Subscriptions,Online,Spotify,80.7,8.07,December
2023-12-23,Groceries,Online,Cooking Essentials,278.45,27.84,December
2023-12-23,Bills,CardTransaction,Mobile phone bill,329.58,16.48,December
2023-12-13,Healthcare,Online,Pharmacy medication purchase,374.26,37.43,December
2023-12-14,Bills,Netbanking,Water utility bill,44.75,2.24,December
2023-12-07,Healthcare,CardTransaction,Dental clinic payment,85.13,4.26,December
2023-12-28,Subscriptions,CardTransaction,Spotify,186.9,9.35,December
2023-12-12,Food,CardTransaction,Pizza order,74.05,3.7,December
2023-12-17,Entertainment,Netbanking,Movie theater ticket,487.78,24.39,December
2023-12-25,Transportation,Online,Gas station refill,232.22,23.22,December
2023-12-31,Subscriptions,Cash,Netflix,232.96,34.94,December
2023-12-21,Entertainment,Cash,Amusement park entry fee,318.25,47.74,December
2023-12-14,Entertainment,Cash,Concert ticket purchase,369.39,55.41,December
2023-12-14,Groceries,Netbanking,Meat and fish,279.37,13.97,December
2023-12-10,Subscriptions,CardTransaction,Spotify,245.11,12.26,December
2023-12-01,Subscriptions,Online,Amazon Prime Membership,102.53,10.25,December
2023-12-25,Healthcare,Online,Dental clinic payment,183.54,18.35,December
2023-12-02,Healthcare,Online,Doctor consultation fee,452.1,45.21,December
2023-12-13,Groceries,Cash,Dairy products,275.57,41.34,December
2023-12-11,Transportation,Cash,Ride-sharing service payment,60.42,9.06,December
2023-12-13,Healthcare,Netbanking,Doctor consultation fee,300.47,15.02,December
2023-12-21,Healthcare,UPI,Dental clinic payment,239.39,11.97,December
2023-12-19,Transportation,Online,Monthly bus pass,302.37,30.24,December
2023-12-05,Entertainment,UPI,Movie theater ticket,107.91,5.4,December
2023-12-20,Transportation,Netbanking,Taxi fare,26.49,1.32,December
2023-12-04,Transportation,UPI,Gas station refill,485.4,24.27,December
2023-12-10,Groceries,CardTransaction,Meat and fish,373.29,18.66,December
2023-12-28,Subscriptions,Cash,Spotify,238.45,35.77,December
2023-12-20,Subscriptions,Cash,Netflix,307.91,46.19,December
2023-12-26,Healthcare,Netbanking,Health insurance premium,458.29,22.91,December
2023-12-17,Subscriptions,UPI,LinkedIn,479.22,23.96,December
2023-12-24,Entertainment,UPI,Streaming service subscription,293.04,14.65,December
2023-12-26,Entertainment,Cash,Concert ticket purchase,45.04,6.76,December
2023-12-13,Healthcare,UPI,Optician eyewear purchase,360.38,18.02,December
2023-12-28,Bills,Cash,Electricity bill payment,115.6,17.34,December
2023-12-04,Bills,Netbanking,Internet service provider charge,245.71,12.29,December
2023-12-01,Healthcare,CardTransaction,Health insurance premium,18.26,0.91,December
2023-12-18,Bills,Netbanking,Mobile phone bill,336.95,16.85,December
2023-12-06,Bills,CardTransaction,Electricity bill payment,131.7,6.58,December
